laptop_ID,Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,IPS_Panel,Retina_Display,Touchscreen,Resolution_X,Resolution_Y,Total_Pixels,High_Resolution,Product_Series,Cpu_Brand,Cpu_Series,Clock_Speed,Gpu_Manufacturer,Gpu_Series,Memory_Type,Memory_Size(GB)
330,Acer,Notebook,15.6,8,Windows 10,2.2,659.0,0,0,0,1366,768,1049088,0,Aspire,AMD,A12-Series,2.7,AMD,Radeon,SSD,256
331,Lenovo,Notebook,14.0,4,Windows 10,1.44,292.0,0,0,0,1366,768,1049088,0,IdeaPad,Intel,Celeron,1.1,Intel,HD,Flash Storage,32
332,Acer,Notebook,15.6,6,Windows 10,2.23,549.0,0,0,0,1366,768,1049088,0,Aspire,Intel,Core i5,2.5,Intel,HD,HDD,1024
333,Asus,Ultrabook,15.6,8,Windows 10,1.7,1049.9,0,0,0,1920,1080,2073600,0,VivoBook,Intel,Core i7,2.7,Nvidia,GeForce,SSD,256
334,HP,Ultrabook,12.5,8,Windows 10,1.26,1335.0,0,0,0,1920,1080,2073600,0,Elitebook,Intel,Core i7,2.7,Intel,HD,SSD,256
335,Dell,Notebook,15.6,32,Windows 10,2.06,2639.0,0,0,1,3840,2160,8294400,1,XPS,Intel,Core i7,2.8,Nvidia,GeForce,SSD,1024
336,MSI,Gaming,17.3,8,Windows 10,2.7,1199.0,0,0,0,1920,1080,2073600,0,GL72M,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
337,Toshiba,Notebook,15.6,8,Windows 10,2.0,943.0,1,0,0,1920,1080,2073600,0,Satellite,Intel,Core i5,2.5,Intel,HD,SSD,256
338,Asus,Notebook,14.0,8,Windows 10,2.0,1334.0,0,0,0,1920,1080,2073600,0,UX510UX-CN269T,Intel,Core i7,2.7,Intel,HD,SSD + HDD,1280
339,Lenovo,Notebook,15.6,4,Windows 10,1.85,449.0,0,0,0,1920,1080,2073600,0,V310-15ISK,Intel,Core i3,2,Intel,HD,HDD,1024
340,Asus,Gaming,15.6,8,Windows 10,2.5,999.0,0,0,0,1920,1080,2073600,0,FX553VD-FY647T,Intel,Core i7,2.8,Nvidia,GeForce,SSD,256
341,HP,Notebook,14.0,8,Windows 10,1.48,1268.0,0,0,0,1920,1080,2073600,0,EliteBook,Intel,Core i5,2.6,Intel,HD,SSD,256
342,Dell,Ultrabook,15.6,8,Windows 10,1.9,1049.0,1,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i5,1.6,Nvidia,GeForce,SSD + HDD,1152
343,HP,Notebook,15.6,8,Windows 10,1.84,1144.0,0,0,0,1920,1080,2073600,0,Elitebook,Intel,Core i5,2.5,Intel,HD,SSD,256
344,Asus,Notebook,15.6,4,Linux,2.0,274.99,0,0,0,1366,768,1049088,0,X541NA,Intel,Celeron,1.1,Intel,HD,HDD,1024
345,Dell,Notebook,15.6,8,Windows 10,2.0,1142.75,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i5,1.6,Nvidia,GeForce,SSD,256
346,Dell,Notebook,15.6,4,Linux,2.2,274.9,0,0,0,1366,768,1049088,0,Inspiron,Intel,Celeron,1.6,Intel,HD,HDD,500
347,Lenovo,Notebook,15.6,12,Windows 10,2.2,899.0,0,0,0,1920,1080,2073600,0,IdeaPad,AMD,A12-Series,3.6,AMD,Radeon,HDD,2048
348,HP,Notebook,15.6,8,Windows 10,2.1,716.0,1,0,0,1920,1080,2073600,0,ProBook,Intel,Core i3,2.4,Nvidia,GeForce,HDD,1024
349,Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,2099.0,1,0,1,3840,2160,8294400,1,Yoga,Intel,Core i7,1.8,Intel,UHD,SSD,512
350,Dell,Ultrabook,13.3,8,Windows 10,1.2,1579.0,0,0,0,1920,1080,2073600,0,XPS,Intel,Core i7,1.8,Intel,UHD,SSD,256
351,Lenovo,Gaming,15.6,16,Windows 10,2.4,1129.0,1,0,0,1920,1080,2073600,0,Legion,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,2304
352,HP,Notebook,14.0,2,Windows 10,1.44,279.0,0,0,0,1366,768,1049088,0,Stream,Intel,Celeron,1.6,Intel,HD,Flash Storage,32
353,Dell,Ultrabook,15.6,16,Windows 10,1.88,1607.96,0,0,0,1920,1080,2073600,0,Latitude,Intel,Core i7,1.9,Intel,UHD,SSD,768
354,Asus,2 in 1 Convertible,11.6,4,Windows 10,1.5,375.0,0,0,1,1366,768,1049088,0,VivoBook,Intel,Celeron,1.1,Intel,HD,Flash Storage,32
355,Dell,Ultrabook,15.6,8,Windows 10,1.9,663.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i5,1.6,AMD,Radeon,HDD,1024
356,Dell,Notebook,15.6,16,Windows 10,2.06,2027.42,0,0,1,3840,2160,8294400,1,XPS,Intel,Core i7,2.8,Nvidia,GeForce,SSD,512
357,HP,Notebook,15.6,8,Windows 10,1.84,1304.0,0,0,0,1920,1080,2073600,0,Elitebook,Intel,Core i7,2.7,Intel,HD,SSD,256
358,MSI,Gaming,17.3,8,Windows 10,2.7,1409.0,0,0,0,1920,1080,2073600,0,GP72MVR,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1152
359,HP,Workstation,15.6,8,Windows 10,2.6,1738.27,0,0,0,1920,1080,2073600,0,Zbook,Intel,Core i7,2.8,Nvidia,Quadro,SSD,256
360,Toshiba,Notebook,15.6,16,Windows 10,2.4,1403.0,1,0,0,1920,1080,2073600,0,Tecra,Intel,Core i7,2.5,Nvidia,GeForce,SSD,512
361,Dell,Notebook,15.6,8,Windows 10,2.02,970.9,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,1.8,AMD,Radeon,SSD + HDD,2176
362,Lenovo,Notebook,15.6,4,No OS,2.2,321.99,0,0,0,1366,768,1049088,0,IdeaPad,Intel,Celeron,1.1,Intel,HD,HDD,1024
363,Dell,Gaming,15.6,8,Windows 10,2.65,999.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i5,2.5,Nvidia,GeForce,HDD,1024
364,Dell,Notebook,15.6,8,Windows 10,2.36,557.37,0,0,1,1366,768,1049088,0,Inspiron,Intel,Core i5,2.5,Intel,HD,HDD,2048
365,Dell,Notebook,14.0,8,Windows 10,1.36,1427.0,0,0,0,1920,1080,2073600,0,Latitude,Intel,Core i5,2.6,Intel,HD,SSD,256
366,HP,Notebook,15.6,4,Windows 10,1.86,439.0,0,0,0,1366,768,1049088,0,250 G6,Intel,Core i3,2,Intel,HD,HDD,500
367,Asus,Notebook,14.0,8,Windows 10,2.0,945.0,0,0,0,1920,1080,2073600,0,Zenbook,Intel,Core i5,2.5,Intel,HD,SSD,256
368,Lenovo,Notebook,17.3,6,Windows 10,2.8,719.0,0,0,0,1600,900,1440000,0,IdeaPad,Intel,Core i5,2.5,Nvidia,GeForce,SSD + HDD,1152
369,HP,Notebook,15.6,8,Windows 10,1.86,639.0,0,0,0,1920,1080,2073600,0,250 G6,Intel,Core i5,2.5,Intel,HD,HDD,1024
370,Lenovo,Notebook,15.6,8,No OS,2.2,499.0,0,0,0,1366,768,1049088,0,IdeaPad,Intel,Core i3,2,Nvidia,GeForce,SSD,256
371,HP,Notebook,15.6,8,Windows 10,2.04,389.0,0,0,0,1366,768,1049088,0,15-AY023na,Intel,Pentium,1.6,Intel,HD,HDD,2048
372,Dell,Notebook,17.3,8,Windows 10,2.8,1085.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i5,1.6,AMD,Radeon,SSD + HDD,1152
373,Lenovo,Gaming,15.6,8,No OS,2.4,809.0,1,0,0,1920,1080,2073600,0,Legion,Intel,Core i5,2.5,Nvidia,GeForce,SSD + HDD,1152
374,Dell,Notebook,15.6,8,Windows 10,2.33,899.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,2.7,AMD,Radeon,SSD,256
375,HP,Ultrabook,14.0,8,Windows 10,1.36,1750.0,1,0,0,1920,1080,2073600,0,Elitebook,Intel,Core i7,2.7,Intel,HD,SSD,256
376,Asus,2 in 1 Convertible,15.6,12,Windows 10,2.26,1099.0,0,0,1,1920,1080,2073600,0,ZenBook,Intel,Core i7,2.7,Nvidia,GeForce,SSD + HDD,2560
377,Acer,Notebook,15.6,4,Windows 10,2.1,426.0,0,0,0,1366,768,1049088,0,Aspire,AMD,A9-Series,3,AMD,Radeon,SSD,128
378,Asus,Gaming,17.3,16,Windows 10,3.25,2199.0,1,0,0,1920,1080,2073600,0,Rog,AMD,Ryzen,3,AMD,Radeon,SSD + HDD,1280
379,Lenovo,Notebook,17.3,4,Windows 10,2.6,489.0,0,0,0,1600,900,1440000,0,IdeaPad,AMD,A8-Series,2.2,AMD,Radeon,SSD,128
380,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,869.01,0,0,1,1920,1080,2073600,0,Inspiron,Intel,Core i7,1.8,Intel,UHD,SSD,256
381,HP,Notebook,15.6,4,Windows 10,1.91,488.99,0,0,0,1920,1080,2073600,0,15-bw003nv,AMD,A9-Series,3,AMD,Radeon,SSD,256
382,Lenovo,Netbook,11.6,4,Windows 10,1.59,553.0,1,0,0,1366,768,1049088,0,Yoga,Intel,Celeron,1.1,Intel,HD,SSD,128
383,Dell,Notebook,15.6,4,Windows 10,1.8,309.0,0,0,0,1366,768,1049088,0,Inspiron,Intel,Celeron,1.60,Intel,HD,HDD,500
384,Asus,Notebook,14.0,4,Windows 10,1.5,286.0,0,0,0,1366,768,1049088,0,VivoBook,Intel,Celeron,1.1,Intel,HD,Flash Storage,32
385,Acer,Notebook,15.6,8,Linux,2.4,846.0,0,0,0,1920,1080,2073600,0,Aspire,Intel,Core i7,2.8,Nvidia,GeForce,HDD,1024
386,HP,Gaming,17.3,8,Windows 10,3.35,1191.0,1,0,0,1920,1080,2073600,0,Omen,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1152
387,Lenovo,Notebook,15.6,4,No OS,1.85,403.5,0,0,0,1920,1080,2073600,0,V310-15ISK,Intel,Core i3,2,Intel,HD,SSD,128
388,Asus,Gaming,15.6,8,Windows 10,2.3,1655.0,1,0,0,1920,1080,2073600,0,ROG,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1152
389,Lenovo,Notebook,14.0,8,Windows 10,1.5,1099.0,1,0,0,1920,1080,2073600,0,IdeaPad,Intel,Core i5,2.5,Nvidia,GeForce,SSD,256
390,Asus,Ultrabook,13.3,16,Windows 10,1.1,1748.9,0,0,1,1920,1080,2073600,0,Zenbook,Intel,Core i7,2.7,Intel,HD,SSD,512
391,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,2282.0,1,0,0,2560,1440,3686400,1,Thinkpad,Intel,Core i7,2.7,Intel,HD,SSD,512
392,Lenovo,Notebook,13.3,4,Windows 10,1.5,549.0,1,0,0,1920,1080,2073600,0,Ideapad,Intel,Core i3,2.4,Intel,HD,SSD,128
393,Dell,Workstation,15.6,8,Windows 10,2.23,1369.0,0,0,0,1920,1080,2073600,0,Precision,Intel,Core i5,2.6,AMD,FirePro,HDD,500
394,Dell,Workstation,15.6,8,Windows 10,2.0,2135.0,1,0,0,1920,1080,2073600,0,Precision,Intel,Core i7,2.7,Nvidia,Quadro,SSD,256
395,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,2509.0,0,0,1,2560,1440,3686400,1,ThinkPad,Intel,Core i7,2.7,Intel,HD,SSD,512
396,Asus,Gaming,17.3,8,Windows 10,3.0,1039.0,0,0,0,1920,1080,2073600,0,Rog,Intel,Core i7,2.8,Nvidia,GeForce,HDD,1024
397,Asus,Gaming,17.3,16,Windows 10,3.0,1591.0,0,0,0,1920,1080,2073600,0,Rog,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
399,Acer,Notebook,15.6,12,Windows 10,2.2,693.99,1,0,0,1366,768,1049088,0,Aspire,Intel,Core i5,1.6,Nvidia,GeForce,HDD,1024
400,MSI,Gaming,17.3,8,Windows 10,2.7,1349.0,0,0,0,1920,1080,2073600,0,Leopard,Intel,Core i7,2.8,Nvidia,GeForce,SSD,256
401,Dell,Notebook,15.6,8,Linux,2.33,778.87,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,2.7,AMD,Radeon,SSD,256
402,HP,Ultrabook,15.6,4,Windows 10,1.91,499.0,0,0,0,1920,1080,2073600,0,15-BW004nv,AMD,A9-Series,3,AMD,Radeon,SSD,256
403,Lenovo,Notebook,15.6,8,Windows 10,2.1,1229.56,1,0,0,1920,1080,2073600,0,ThinkPad,Intel,Core i7,1.8,AMD,Radeon,SSD,256
404,Lenovo,Notebook,14.0,8,Windows 10,1.9,938.0,1,0,0,1920,1080,2073600,0,ThinkPad,Intel,Core i5,2.5,Intel,HD,SSD,256
405,Dell,Workstation,15.6,8,Windows 10,1.78,2712.0,0,0,1,3840,2160,8294400,1,Precision,Intel,Core i7,2.8,Nvidia,Quadro,SSD,256
406,Lenovo,Ultrabook,14.0,16,Windows 10,1.13,2625.0,1,0,0,2560,1440,3686400,1,Thinkpad,Intel,Core i7,2.7,Intel,HD,SSD,1024
407,Lenovo,Notebook,15.6,4,Windows 10,2.2,306.0,0,0,0,1366,768,1049088,0,IdeaPad,Intel,Celeron,1.1,Intel,HD,HDD,1024
408,Asus,Gaming,17.3,16,Windows 10,2.9,1529.0,0,0,0,1920,1080,2073600,0,FX753VD-GC461T,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
409,Lenovo,Notebook,15.6,8,Windows 10,2.1,1144.5,1,0,0,1920,1080,2073600,0,ThinkPad,Intel,Core i5,1.6,AMD,Radeon,SSD + HDD,1280
410,Acer,Notebook,15.6,8,Linux,2.5,879.0,0,0,0,1920,1080,2073600,0,Aspire,Intel,Core i7,2.8,Nvidia,GeForce,SSD,256
411,MSI,Gaming,17.3,16,Windows 10,2.8,2249.0,0,0,0,1920,1080,2073600,0,GE73VR,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
412,Asus,Ultrabook,14.0,8,Windows 10,1.1,1873.0,0,0,0,1920,1080,2073600,0,Zenbook,Intel,Core i7,2.7,Intel,HD,SSD,512
413,Toshiba,Ultrabook,13.3,16,Windows 10,1.2,1747.0,0,0,0,1920,1080,2073600,0,Portege,Intel,Core i7,2.5,Intel,HD,SSD,512
414,Dell,Ultrabook,14.0,8,Windows 10,1.36,1680.0,0,0,0,1920,1080,2073600,0,Latitude,Intel,Core i7,2.8,Intel,HD,SSD,512
415,Lenovo,Notebook,15.6,4,Windows 10,2.2,409.0,0,0,0,1920,1080,2073600,0,IdeaPad,Intel,Core i3,2,Intel,HD,HDD,500
416,Lenovo,Notebook,11.6,2,Windows 10,1.15,304.45,0,0,0,1366,768,1049088,0,Lenovo,Intel,Celeron,1.1,Intel,HD,Flash Storage,32
417,Lenovo,Workstation,15.6,8,Windows 10,2.67,1925.0,0,0,0,1920,1080,2073600,0,ThinkPad,Intel,Core i7,2.8,Nvidia,Quadro,SSD,512
418,Lenovo,Ultrabook,14.0,8,Windows 10,1.7,1943.0,1,0,0,2560,1440,3686400,1,Thinkpad,Intel,Core i7,2.8,Nvidia,GeForce,SSD,512
419,HP,Notebook,15.6,4,Windows 10,2.1,469.0,0,0,0,1920,1080,2073600,0,15-BS028nv,Intel,Core i3,2,AMD,Radeon,HDD,1024
420,Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,789.01,1,0,1,1920,1080,2073600,0,Aspire,Intel,Core i7,2.5,Intel,HD,SSD,256
421,Asus,2 in 1 Convertible,13.3,8,Windows 10,1.27,928.0,1,0,1,1920,1080,2073600,0,ZenBook,Intel,Core i5,2.5,Intel,HD,SSD,256
422,Dell,Notebook,15.6,4,Linux,2.3,598.9,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i5,2.5,AMD,Radeon,SSD,256
423,Dell,Notebook,13.3,4,Windows 10,1.65,689.0,0,0,0,1366,768,1049088,0,Latitude,Intel,Core i3,2,Intel,HD,SSD,128
424,HP,Ultrabook,14.0,8,Windows 10,1.43,1500.0,0,0,0,1920,1080,2073600,0,EliteBook,Intel,Core i7,2.5,Intel,HD,SSD,256
425,Dell,Notebook,15.6,8,Windows 10,2.14,539.95,0,0,0,1366,768,1049088,0,Inspiron,Intel,Core i5,2.5,Intel,HD,HDD,1024
426,Lenovo,Ultrabook,14.0,8,Windows 10,1.75,1215.38,1,0,0,1920,1080,2073600,0,ThinkPad,Intel,Core i7,1.8,AMD,Radeon,SSD,256
427,Lenovo,2 in 1 Convertible,15.6,16,Windows 10,2.0,1899.0,1,0,1,3840,2160,8294400,1,Yoga,Intel,Core i7,2.8,Nvidia,GeForce,SSD,512
428,Chuwi,Notebook,12.3,6,Windows 10,1.4,449.0,1,1,0,2736,1824,4990464,1,LapBook,Intel,Celeron,1.1,Intel,HD,Flash Storage,64
429,HP,Notebook,15.6,8,Windows 10,2.31,1427.0,0,0,0,1920,1080,2073600,0,ProBook,Intel,Core i7,2.9,Intel,HD,SSD,256
430,Asus,Notebook,15.6,8,Linux,2.3,597.0,0,0,0,1920,1080,2073600,0,X542UQ-DM117,Intel,Core i3,2.4,Nvidia,GeForce,HDD,1024
431,Dell,Gaming,17.3,16,Windows 10,4.42,2799.0,1,0,0,2560,1440,3686400,1,Alienware,Intel,Core i7,2.9,Nvidia,GeForce,SSD + HDD,1280
432,Dell,Gaming,15.6,8,Windows 10,2.62,1159.0,1,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1152
433,Dell,Notebook,15.6,8,Windows 10,2.02,1142.4,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,1.8,AMD,Radeon,SSD + HDD,2304
434,Dell,Ultrabook,14.0,8,Linux,1.6,1099.0,0,0,0,1920,1080,2073600,0,Latitude,Intel,Core i7,2.8,Intel,HD,SSD,256
435,HP,Gaming,17.3,12,Windows 10,3.35,1999.0,0,0,0,1920,1080,2073600,0,Omen,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
436,Mediacom,2 in 1 Convertible,11.6,4,Windows 10,1.16,299.0,1,0,1,1920,1080,2073600,0,FlexBook,Intel,Celeron,1.1,Intel,HD,SSD,32
437,Samsung,Netbook,11.6,4,Chrome OS,1.15,269.0,0,0,0,1366,768,1049088,0,Chromebook,Intel,Celeron,1.6,Intel,HD,Flash Storage,16
438,Lenovo,Notebook,13.3,8,Windows 10,1.4,1010.0,1,0,0,1920,1080,2073600,0,Thinkpad,Intel,Core i7,2.7,Intel,HD,SSD,256
439,Lenovo,Notebook,14.0,4,Windows 10,1.7,599.0,1,0,0,1920,1080,2073600,0,IdeaPad,Intel,Core i3,2.7,Intel,HD,SSD,128
440,Lenovo,Workstation,15.6,16,Windows 10,2.3,2445.0,1,0,0,3840,2160,8294400,1,Thinkpad,Intel,Core i7,2.8,Nvidia,GeForce,SSD,512
441,Lenovo,Notebook,15.6,16,Windows 10,2.5,2449.0,0,0,0,1920,1080,2073600,0,Thinkpad,Intel,Core i7,2.9,Nvidia,Quadro,SSD,512
442,Asus,Gaming,17.3,8,Windows 10,3.2,1695.0,0,0,0,1920,1080,2073600,0,Rog,AMD,Ryzen,3.2,AMD,Radeon,SSD + HDD,1280
443,HP,Notebook,15.6,4,Windows 10,2.1,347.0,0,0,0,1366,768,1049088,0,15-ra044nv,Intel,Celeron,1.6,Intel,HD,HDD,500
444,Google,Ultrabook,12.3,16,Chrome OS,1.1,2199.0,0,0,1,2400,1600,3840000,1,Pixelbook,Intel,Core i7,1.3,Intel,HD,SSD,512
445,Lenovo,Ultrabook,14.0,24,Windows 10,1.32,2382.0,0,0,0,2560,1440,3686400,1,ThinkPad,Intel,Core i7,2.7,Intel,HD,SSD,512
446,Asus,Notebook,15.6,4,Linux,2.0,559.0,0,0,0,1920,1080,2073600,0,VivoBook,Intel,Core i5,2.5,Intel,HD,SSD,256
447,Lenovo,Notebook,17.3,8,Windows 10,2.8,519.0,0,0,0,1600,900,1440000,0,IdeaPad,AMD,A6-Series,2.5,AMD,Radeon,HDD,1024
448,Dell,Notebook,15.6,4,Windows 10,2.2,749.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i5,1.6,AMD,Radeon,SSD,256
449,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1429.0,1,0,0,1920,1080,2073600,0,ThinkPad,Intel,Core i5,2.5,Intel,HD,SSD,256
450,Lenovo,Notebook,15.6,4,Windows 10,2.2,349.0,0,0,0,1920,1080,2073600,0,IdeaPad,Intel,Pentium,1.1,Intel,HD,SSD,128
451,HP,Gaming,15.6,8,Windows 10,2.2,1099.0,1,0,0,1920,1080,2073600,0,Omen,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1152
452,Dell,Notebook,14.0,8,Windows 10,1.64,1179.0,0,0,0,1920,1080,2073600,0,Latitude,Intel,Core i5,2.8,Nvidia,GeForce,SSD,256
453,Acer,Notebook,15.6,4,Linux,2.4,441.8,0,0,0,1366,768,1049088,0,Aspire,Intel,Core i5,2.5,Intel,HD,HDD,500
454,Dell,Workstation,15.6,8,Windows 10,2.23,1993.0,0,0,0,1920,1080,2073600,0,Precision,Intel,Xeon,3,Nvidia,Quadro,Flash Storage + HDD,1088
455,MSI,Gaming,15.6,8,Windows 10,2.2,1027.74,0,0,0,1920,1080,2073600,0,GV62,Intel,Core i5,2.5,Nvidia,GeForce,SSD,256
456,Microsoft,Ultrabook,13.5,16,Windows 10 S,1.25,2589.0,0,0,1,2256,1504,3393024,1,Surface,Intel,Core i7,2.5,Intel,Iris Plus,SSD,512
457,HP,Notebook,15.6,8,Windows 10,1.91,589.0,0,0,0,1366,768,1049088,0,15-bs024nv,Intel,Core i5,2.5,Intel,HD,SSD,128
458,Dell,Workstation,15.6,16,Windows 10,2.17,1975.0,1,0,0,1920,1080,2073600,0,Precision,Intel,Core i7,2.7,Nvidia,Quadro,SSD,256
459,HP,Workstation,15.6,8,Windows 10,2.31,1534.0,1,0,0,1920,1080,2073600,0,ProBook,Intel,Core i7,2.9,Intel,HD,SSD,512
460,Lenovo,Notebook,14.0,8,Windows 10,1.65,1345.0,0,0,0,1920,1080,2073600,0,ThinkPad,Intel,Core i5,2.5,Intel,HD,SSD,256
461,Dell,Notebook,15.6,8,Windows 10,2.36,979.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,1.8,AMD,Radeon,SSD + HDD,1152
462,Dell,2 in 1 Convertible,11.6,4,Windows 10,1.47,479.0,0,0,1,1366,768,1049088,0,Inspiron,Intel,Pentium,1.6,Intel,HD,HDD,500
463,Dell,Notebook,17.3,8,Windows 10,4.42,2046.0,1,0,0,1920,1080,2073600,0,Alienware,Intel,Core i7,2.7,Nvidia,GeForce,HDD,1024
464,Microsoft,Ultrabook,13.5,4,Windows 10 S,1.252,989.0,0,0,1,2256,1504,3393024,1,Surface,Intel,Core M,2.2,Intel,HD,SSD,128
465,Microsoft,Ultrabook,13.5,8,Windows 10 S,1.25,1799.0,0,0,1,2256,1504,3393024,1,Surface,Intel,Core i7,2.5,Intel,Iris Plus,SSD,256
466,HP,Notebook,17.3,8,Windows 10,2.5,639.9,0,0,0,1600,900,1440000,0,17-BS092ND,Intel,Core i3,2,Intel,HD,SSD,256
467,Acer,Notebook,15.6,4,Windows 10,2.23,544.0,0,0,0,1920,1080,2073600,0,Aspire,Intel,Core i3,2,Nvidia,GeForce,HDD,1024
468,Acer,Netbook,11.6,4,Windows 10,1.4,435.0,0,0,0,1366,768,1049088,0,TravelMate,Intel,Celeron,1.6,Intel,HD,SSD,128
469,Asus,Notebook,15.6,8,Windows 10,2.37,749.0,0,0,0,1920,1080,2073600,0,Pro,Intel,Core i5,2.5,Intel,HD,HDD,1024
470,Lenovo,Notebook,14.0,8,No OS,1.5,799.0,1,0,0,1920,1080,2073600,0,IdeaPad,Intel,Core i7,2.7,AMD,Radeon,SSD,512
471,Lenovo,Notebook,15.6,8,Windows 10,2.67,2090.0,0,0,0,1920,1080,2073600,0,Thinkpad,Intel,Core i7,2.9,Nvidia,Quadro,SSD,256
472,Asus,Notebook,15.6,4,Windows 10,2.0,304.0,0,0,0,1366,768,1049088,0,X541NA-PD1003Y,Intel,Pentium,1.1,Intel,HD,HDD,500
473,Acer,Notebook,15.6,4,Windows 10,2.2,469.0,0,0,0,1366,768,1049088,0,Aspire,Intel,Core i3,2,Nvidia,GeForce,HDD,500
474,Dell,Notebook,15.6,8,Windows 10,2.02,759.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i5,1.6,AMD,Radeon,HDD,2048
475,HP,Gaming,17.3,12,Windows 10,3.78,1699.0,1,0,0,1920,1080,2073600,0,Omen,Intel,Core i7,2.8,Nvidia,GeForce,HDD,1024
476,Lenovo,Ultrabook,14.0,12,Windows 10,1.4,1858.0,1,0,0,2560,1440,3686400,1,Thinkpad,Intel,Core i7,2.6,Intel,HD,SSD,256
477,HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,1999.0,1,0,1,3840,2160,8294400,1,Spectre,Intel,Core i7,1.8,Intel,UHD,SSD,512
478,HP,Notebook,15.6,8,Windows 10,1.9,1154.0,0,0,0,1920,1080,2073600,0,ZBook,Intel,Core i5,2.5,AMD,FirePro,HDD,500
479,Google,Ultrabook,12.3,8,Chrome OS,1.1,1275.0,0,0,1,2400,1600,3840000,1,Pixelbook,Intel,Core i5,1.2,Intel,HD,SSD,128
480,Dell,Ultrabook,13.3,8,Windows 10,1.42,1841.85,0,0,1,1920,1080,2073600,0,Latitude,Intel,Core i5,1.6,Intel,UHD,SSD,256
481,Asus,Notebook,15.6,12,Windows 10,2.06,1299.0,1,0,0,3840,2160,8294400,1,ZenBook,Intel,Core i7,2.6,Intel,HD,SSD + HDD,1152
482,Dell,Notebook,14.0,8,Windows 10,1.79,740.0,0,0,0,1366,768,1049088,0,Latitude,Intel,Core i3,2.3,Intel,HD,SSD,128
483,Dell,Workstation,15.6,8,Windows 10,1.78,2408.0,0,0,0,1920,1080,2073600,0,Precision,Intel,Core i7,2.8,Nvidia,Quadro,SSD,256
484,Lenovo,Notebook,14.0,8,Windows 10,1.7,1364.0,0,0,0,1920,1080,2073600,0,Thinkpad,Intel,Core i5,2.5,Intel,HD,SSD,180
485,Dell,Notebook,15.6,8,Windows 10,2.2,675.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i5,1.6,AMD,Radeon,HDD,1024
486,Toshiba,Notebook,13.3,8,Windows 10,1.05,1672.0,1,0,0,1920,1080,2073600,0,Portege,Intel,Core i5,2.5,Intel,HD,SSD,256
487,Dell,Notebook,15.6,8,Windows 10,2.16,1262.0,1,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,1.8,Nvidia,GeForce,SSD,512
488,Dell,Notebook,15.6,4,Windows 10,2.18,586.6,0,0,0,1366,768,1049088,0,Vostro,Intel,Core i3,2.4,Intel,HD,HDD,1024
489,HP,Notebook,13.3,4,Windows 10,1.49,726.0,1,0,0,1920,1080,2073600,0,ProBook,Intel,Core i5,1.6,Intel,UHD,SSD,128
490,Chuwi,Notebook,15.6,4,Windows 10,1.89,248.9,0,0,0,1920,1080,2073600,0,Lapbook,Intel,Atom,1.44,Intel,HD,Flash Storage,64
491,Lenovo,Notebook,15.6,4,Windows 10,2.3,565.0,0,0,0,1366,768,1049088,0,ThinkPad,Intel,Core i3,2.0,Intel,HD,SSD,128
492,Lenovo,Notebook,14.0,8,Windows 10,1.75,1049.0,1,0,0,1920,1080,2073600,0,ThinkPad,Intel,Core i5,1.6,Intel,UHD,SSD,256
