Brand,Processor,RAM(GB),GPU,Screen_Size(inch),Battery_Life(hours),Weight(kg),Operating_System,Storage_Size(GB),Storage_Type,ResolutionX,ResolutionY,Price(€)
Acer,AMD Ryzen 9,8,Nvidia RTX 2060,13.3,5.4,2.66,Windows,2048,SSD,3840,2160,2392.88
Acer,Intel i3,4,AMD Radeon RX 6600,15.6,4.8,1.93,Windows,256,SSD,3840,2160,1174.89
Razer,Intel i9,32,Nvidia RTX 2060,17.3,11.9,2.05,macOS,1024,SSD,1366,768,3023.15
Dell,Intel i5,8,AMD Radeon RX 6600,16.0,9.3,1.91,Windows,2048,SSD,1920,1080,1115.32
Samsung,Intel i7,4,Nvidia RTX 2060,17.3,10.1,1.47,FreeDOS,1024,HDD,1366,768,800.68
Lenovo,Intel i7,64,Integrated,13.3,6.3,1.97,macOS,512,SSD,2560,1440,2214.76
Microsoft,AMD Ryzen 7,8,Nvidia GTX 1650,16.0,10.0,1.55,FreeDOS,256,SSD,1366,768,1034.6
Acer,AMD Ryzen 5,32,AMD Radeon RX 6800,17.3,6.5,2.36,FreeDOS,1024,SSD,1366,768,1471.07
Dell,AMD Ryzen 5,64,Integrated,15.6,11.4,1.91,Windows,2048,SSD,1366,768,1225.38
Dell,Intel i5,8,Nvidia GTX 1650,16.0,11.7,1.97,macOS,512,SSD,2560,1440,1176.5
MSI,AMD Ryzen 9,64,AMD Radeon RX 6800,15.6,10.2,3.13,Windows,1024,SSD,1920,1080,5203.52
Acer,AMD Ryzen 7,16,AMD Radeon RX 6600,13.3,4.7,3.14,Windows,512,SSD,2560,1440,1698.89
Razer,Intel i5,32,AMD Radeon RX 6600,16.0,4.6,2.23,Linux,1024,HDD,1366,768,1589.28
Lenovo,AMD Ryzen 3,16,AMD Radeon RX 6600,14.0,5.7,2.8,Linux,256,SSD,3840,2160,1533.0
Lenovo,Intel i5,4,AMD Radeon RX 6600,14.0,11.8,1.76,Linux,512,SSD,2560,1440,940.94
Lenovo,AMD Ryzen 5,16,Nvidia RTX 2060,16.0,6.7,2.48,Windows,1024,SSD,1920,1080,1169.32
Asus,Intel i5,32,Integrated,17.3,6.2,2.99,FreeDOS,512,SSD,1920,1080,1139.71
Asus,Intel i9,8,Nvidia RTX 2060,16.0,6.4,1.27,FreeDOS,512,SSD,3840,2160,2667.33
Microsoft,AMD Ryzen 5,16,AMD Radeon RX 6600,16.0,4.1,1.93,macOS,1024,SSD,2560,1440,1477.84
Acer,Intel i9,32,AMD Radeon RX 6600,14.0,9.7,3.11,macOS,2048,SSD,2560,1440,2953.24
Microsoft,AMD Ryzen 3,4,Nvidia RTX 3080,16.0,7.4,2.53,Windows,1024,HDD,3840,2160,991.22
Asus,AMD Ryzen 3,32,Nvidia RTX 3080,15.6,11.1,3.15,Windows,1024,HDD,1920,1080,1166.05
Acer,AMD Ryzen 9,64,Nvidia RTX 3080,13.3,11.9,2.62,macOS,1024,HDD,1920,1080,2979.39
Samsung,Intel i7,64,Nvidia RTX 2060,16.0,8.7,2.73,Windows,1024,SSD,3840,2160,4870.95
Lenovo,AMD Ryzen 5,64,Nvidia RTX 3080,17.3,11.2,1.53,Linux,512,SSD,2560,1440,2960.51
Lenovo,AMD Ryzen 7,8,AMD Radeon RX 6800,15.6,4.5,1.65,Linux,256,SSD,2560,1440,1673.76
Dell,AMD Ryzen 5,8,Nvidia GTX 1650,14.0,5.9,2.53,Windows,256,SSD,3840,2160,1563.25
Apple,Intel i9,16,Nvidia RTX 3060,16.0,8.0,3.07,macOS,512,SSD,3840,2160,4914.85
Samsung,Intel i3,4,AMD Radeon RX 6800,17.3,11.8,1.43,macOS,1024,SSD,1366,768,587.25
Lenovo,Intel i7,64,Nvidia GTX 1650,15.6,5.8,3.49,FreeDOS,1024,SSD,2560,1440,3818.13
Apple,AMD Ryzen 3,8,Nvidia RTX 2060,13.3,8.6,2.08,FreeDOS,256,SSD,1366,768,961.23
Lenovo,Intel i3,16,Nvidia GTX 1650,16.0,8.6,2.59,macOS,1024,HDD,2560,1440,1109.25
Dell,AMD Ryzen 9,64,Integrated,13.3,7.5,2.41,macOS,2048,SSD,1920,1080,2556.48
Asus,AMD Ryzen 3,4,AMD Radeon RX 6600,16.0,10.4,3.1,macOS,1024,HDD,2560,1440,848.65
Acer,AMD Ryzen 7,4,Nvidia RTX 3060,15.6,8.0,1.64,macOS,1024,SSD,3840,2160,1944.35
MSI,Intel i5,64,Integrated,17.3,6.2,1.64,FreeDOS,256,SSD,1920,1080,2184.42
Samsung,AMD Ryzen 7,16,Nvidia GTX 1650,17.3,11.9,1.59,Windows,1024,HDD,2560,1440,1591.68
MSI,AMD Ryzen 5,8,AMD Radeon RX 6600,15.6,11.0,2.86,Windows,256,SSD,2560,1440,1595.15
HP,Intel i9,64,Nvidia GTX 1650,15.6,8.4,2.29,macOS,2048,SSD,1366,768,3246.57
Samsung,AMD Ryzen 9,16,Nvidia RTX 3080,13.3,4.1,2.62,macOS,512,SSD,3840,2160,2977.78
Lenovo,Intel i3,16,AMD Radeon RX 6600,17.3,9.2,3.42,FreeDOS,2048,SSD,1366,768,929.83
Microsoft,AMD Ryzen 5,64,Nvidia RTX 3060,13.3,5.2,1.84,macOS,512,SSD,2560,1440,2831.63
Razer,Intel i3,16,Nvidia GTX 1650,17.3,10.8,1.69,Windows,256,SSD,2560,1440,1674.3
Apple,AMD Ryzen 3,4,Integrated,15.6,11.1,1.91,Linux,1024,SSD,1920,1080,791.4
Dell,Intel i3,64,AMD Radeon RX 6800,15.6,9.3,3.21,FreeDOS,256,SSD,2560,1440,2367.39
MSI,Intel i7,32,Nvidia GTX 1650,13.3,7.5,2.91,FreeDOS,256,SSD,2560,1440,2859.46
Acer,AMD Ryzen 5,32,AMD Radeon RX 6800,13.3,7.2,1.98,Windows,256,SSD,3840,2160,2481.18
MSI,Intel i7,64,AMD Radeon RX 6800,17.3,9.3,1.53,Linux,512,SSD,1920,1080,3948.12
Lenovo,Intel i3,32,AMD Radeon RX 6800,15.6,7.5,2.88,Windows,256,SSD,2560,1440,1791.54
Lenovo,AMD Ryzen 9,16,AMD Radeon RX 6600,16.0,8.1,3.0,Windows,256,SSD,1920,1080,2082.75
Lenovo,Intel i7,16,Nvidia RTX 2060,13.3,10.6,1.74,macOS,512,SSD,2560,1440,1746.69
HP,Intel i9,8,Nvidia RTX 2060,17.3,10.2,2.74,Linux,2048,SSD,1920,1080,1602.9
Apple,AMD Ryzen 7,64,Nvidia GTX 1650,14.0,11.3,2.38,Windows,256,SSD,3840,2160,6867.6
MSI,Intel i7,4,AMD Radeon RX 6600,13.3,6.8,2.11,FreeDOS,1024,HDD,3840,2160,1785.17
HP,Intel i3,4,Nvidia RTX 2060,13.3,11.5,2.28,FreeDOS,256,SSD,1366,768,566.78
Lenovo,Intel i3,4,Nvidia RTX 3060,17.3,10.6,1.87,Linux,512,SSD,1920,1080,719.31
Samsung,Intel i9,16,Nvidia RTX 2060,13.3,8.8,1.34,Linux,1024,SSD,2560,1440,2192.69
Samsung,AMD Ryzen 3,32,AMD Radeon RX 6800,13.3,4.9,1.32,FreeDOS,2048,SSD,3840,2160,1902.98
MSI,Intel i9,16,Integrated,14.0,4.9,1.74,Windows,1024,SSD,2560,1440,1871.11
HP,AMD Ryzen 7,16,Integrated,16.0,11.4,2.28,Windows,256,SSD,1920,1080,969.5
HP,Intel i3,16,AMD Radeon RX 6600,13.3,8.3,2.78,Linux,256,SSD,3840,2160,1608.83
Acer,AMD Ryzen 5,64,Integrated,16.0,4.3,2.9,FreeDOS,1024,HDD,1920,1080,1378.75
Razer,AMD Ryzen 5,64,Integrated,13.3,6.9,2.23,Windows,1024,HDD,1920,1080,1836.43
Dell,AMD Ryzen 9,16,Nvidia RTX 3060,13.3,5.7,1.66,FreeDOS,1024,HDD,2560,1440,1899.41
Microsoft,AMD Ryzen 3,16,Nvidia GTX 1650,15.6,5.0,3.14,Linux,512,SSD,3840,2160,1636.48
Microsoft,AMD Ryzen 3,8,Nvidia RTX 3060,16.0,10.0,2.42,Linux,2048,SSD,1920,1080,1003.04
Samsung,AMD Ryzen 7,4,AMD Radeon RX 6800,14.0,9.7,3.08,FreeDOS,512,SSD,2560,1440,1320.83
Samsung,AMD Ryzen 7,4,AMD Radeon RX 6800,14.0,10.4,2.36,Linux,2048,SSD,3840,2160,1844.85
Apple,Intel i3,4,AMD Radeon RX 6800,14.0,7.2,1.25,FreeDOS,1024,SSD,3840,2160,1710.39
Acer,AMD Ryzen 7,8,AMD Radeon RX 6600,13.3,10.3,1.47,Linux,256,SSD,2560,1440,1477.68
Acer,Intel i3,32,Integrated,17.3,7.9,2.63,FreeDOS,256,SSD,1920,1080,986.4
Microsoft,AMD Ryzen 3,4,Nvidia RTX 2060,17.3,6.7,2.5,Windows,512,SSD,2560,1440,1004.47
Acer,Intel i9,64,Nvidia RTX 3080,16.0,11.2,2.04,Windows,1024,HDD,1920,1080,3308.96
Asus,Intel i3,64,Nvidia RTX 3060,16.0,4.9,2.56,Linux,512,SSD,2560,1440,2368.25
Dell,AMD Ryzen 3,4,AMD Radeon RX 6600,15.6,9.0,2.2,FreeDOS,512,SSD,2560,1440,979.76
MSI,Intel i5,64,Nvidia RTX 2060,16.0,7.7,2.79,macOS,1024,SSD,1920,1080,3082.52
Apple,AMD Ryzen 3,16,AMD Radeon RX 6800,14.0,6.2,3.33,Windows,1024,SSD,1366,768,1263.44
MSI,Intel i7,32,AMD Radeon RX 6800,14.0,4.4,2.52,Linux,1024,HDD,1366,768,1687.1
Asus,AMD Ryzen 3,16,AMD Radeon RX 6600,17.3,4.5,2.2,Windows,1024,HDD,1920,1080,742.43
Microsoft,AMD Ryzen 7,32,AMD Radeon RX 6800,14.0,4.5,3.42,FreeDOS,512,SSD,3840,2160,2945.03
Samsung,Intel i5,16,Integrated,13.3,5.8,2.49,FreeDOS,1024,HDD,1920,1080,683.81
Dell,AMD Ryzen 7,64,AMD Radeon RX 6800,13.3,5.9,2.49,Windows,1024,SSD,1366,768,2243.8
Dell,AMD Ryzen 7,16,Nvidia RTX 2060,16.0,11.5,2.98,macOS,1024,HDD,1366,768,1082.65
Lenovo,AMD Ryzen 9,16,Nvidia RTX 3060,17.3,4.3,1.59,macOS,1024,HDD,2560,1440,2123.69
Razer,Intel i3,32,Nvidia RTX 3060,16.0,4.8,3.13,macOS,512,SSD,1920,1080,2013.27
Lenovo,AMD Ryzen 5,4,Nvidia RTX 3060,16.0,10.2,2.96,macOS,2048,SSD,3840,2160,1393.49
Microsoft,Intel i9,4,AMD Radeon RX 6600,16.0,6.5,1.52,Linux,2048,SSD,1366,768,1234.9
Apple,AMD Ryzen 5,64,AMD Radeon RX 6600,15.6,4.0,2.06,Linux,256,SSD,1366,768,2964.7
Asus,Intel i5,8,AMD Radeon RX 6800,17.3,10.6,2.37,FreeDOS,512,SSD,1366,768,754.56
Dell,Intel i5,4,Nvidia RTX 3060,13.3,10.3,3.07,Linux,1024,HDD,2560,1440,932.23
Apple,AMD Ryzen 9,16,Nvidia RTX 3060,13.3,11.1,2.3,FreeDOS,2048,SSD,2560,1440,3280.0
Dell,Intel i5,8,Nvidia RTX 3080,13.3,4.4,3.23,FreeDOS,256,SSD,3840,2160,1488.32
Asus,Intel i9,64,AMD Radeon RX 6800,15.6,5.2,2.29,Linux,256,SSD,1920,1080,4052.26
Apple,Intel i5,8,Nvidia RTX 2060,16.0,5.7,3.25,FreeDOS,2048,SSD,2560,1440,1824.79
Acer,AMD Ryzen 7,8,AMD Radeon RX 6600,17.3,6.3,1.97,Linux,2048,SSD,2560,1440,1618.15
Asus,AMD Ryzen 7,64,AMD Radeon RX 6600,15.6,5.6,2.73,Linux,1024,SSD,3840,2160,4987.44
Apple,Intel i9,4,Nvidia GTX 1650,13.3,9.7,2.55,macOS,1024,SSD,1366,768,1777.48
Apple,Intel i3,32,Nvidia RTX 3060,17.3,7.9,1.22,FreeDOS,1024,HDD,2560,1440,2180.69
Dell,AMD Ryzen 9,16,AMD Radeon RX 6600,16.0,11.5,3.15,Windows,1024,HDD,1366,768,1356.91
Razer,AMD Ryzen 9,16,Nvidia RTX 2060,16.0,9.8,1.85,Linux,2048,SSD,1920,1080,2834.59
HP,Intel i9,4,Nvidia GTX 1650,15.6,9.1,3.47,Linux,2048,SSD,2560,1440,1794.1
HP,Intel i9,32,Nvidia GTX 1650,13.3,4.7,1.23,Windows,1024,SSD,1366,768,2002.12
Microsoft,AMD Ryzen 7,64,Integrated,13.3,6.2,1.97,FreeDOS,1024,HDD,2560,1440,1986.04
Dell,AMD Ryzen 3,64,Nvidia RTX 2060,14.0,6.0,2.1,Windows,512,SSD,3840,2160,2890.49
Microsoft,Intel i9,8,Integrated,17.3,9.6,2.99,FreeDOS,1024,SSD,1366,768,913.02
Microsoft,AMD Ryzen 5,64,AMD Radeon RX 6800,16.0,9.0,1.54,macOS,512,SSD,1366,768,1934.46
Asus,AMD Ryzen 3,16,Nvidia RTX 3080,13.3,9.0,2.77,Windows,2048,SSD,3840,2160,1541.25
Lenovo,Intel i3,32,Nvidia RTX 3080,17.3,9.4,1.66,FreeDOS,1024,HDD,2560,1440,1306.48
Razer,Intel i9,32,Nvidia RTX 2060,16.0,7.4,2.77,FreeDOS,2048,SSD,3840,2160,6096.99
Microsoft,AMD Ryzen 5,8,AMD Radeon RX 6600,14.0,6.4,2.16,macOS,256,SSD,1366,768,744.44
Acer,AMD Ryzen 3,64,Integrated,13.3,11.4,3.02,macOS,2048,SSD,2560,1440,1488.84
MSI,Intel i9,64,Nvidia RTX 3080,16.0,10.9,3.35,Linux,1024,SSD,3840,2160,8473.46
HP,AMD Ryzen 9,64,Nvidia RTX 3080,17.3,6.4,2.67,Linux,256,SSD,2560,1440,4974.85
Lenovo,AMD Ryzen 7,8,Nvidia RTX 3080,14.0,8.1,2.52,Windows,256,SSD,2560,1440,1446.15
MSI,AMD Ryzen 7,4,Integrated,15.6,10.0,3.05,Linux,1024,HDD,1920,1080,939.36
Asus,AMD Ryzen 5,32,AMD Radeon RX 6600,14.0,10.7,1.42,macOS,2048,SSD,1920,1080,1524.15
Lenovo,AMD Ryzen 5,8,Nvidia RTX 3080,13.3,7.6,3.44,Windows,1024,SSD,3840,2160,1604.83
Apple,AMD Ryzen 7,8,Integrated,14.0,9.4,2.48,Linux,256,SSD,3840,2160,2000.55
Apple,Intel i5,32,Nvidia GTX 1650,17.3,5.5,3.17,Linux,512,SSD,3840,2160,4004.39
Dell,Intel i7,32,Integrated,13.3,8.9,2.71,macOS,2048,SSD,3840,2160,2018.68
Dell,Intel i7,64,AMD Radeon RX 6800,15.6,8.0,2.14,FreeDOS,2048,SSD,1920,1080,3021.57
Apple,AMD Ryzen 5,16,AMD Radeon RX 6800,15.6,8.2,2.57,macOS,512,SSD,2560,1440,2185.53
HP,Intel i3,32,Nvidia RTX 3060,13.3,9.1,2.76,FreeDOS,256,SSD,1366,768,935.15
Apple,AMD Ryzen 3,4,Nvidia GTX 1650,17.3,8.9,2.55,Linux,2048,SSD,1366,768,994.06
MSI,AMD Ryzen 3,32,Nvidia RTX 2060,13.3,7.2,2.68,Linux,512,SSD,1920,1080,1491.85
Apple,Intel i9,64,Nvidia RTX 3060,14.0,11.0,2.12,Windows,1024,SSD,2560,1440,6813.74
Apple,AMD Ryzen 7,8,Integrated,15.6,10.5,3.29,macOS,512,SSD,2560,1440,1521.91
MSI,Intel i7,4,Nvidia RTX 2060,16.0,4.8,1.57,Linux,256,SSD,3840,2160,2523.63
Lenovo,AMD Ryzen 9,16,AMD Radeon RX 6800,14.0,7.7,3.48,FreeDOS,256,SSD,1920,1080,1702.54
Microsoft,AMD Ryzen 9,32,Nvidia RTX 2060,16.0,11.7,1.42,FreeDOS,1024,SSD,2560,1440,3368.47
Razer,AMD Ryzen 5,32,Integrated,14.0,6.3,2.6,macOS,512,SSD,2560,1440,1687.91
Acer,AMD Ryzen 5,8,Integrated,15.6,9.5,2.96,Windows,2048,SSD,2560,1440,856.86
Asus,AMD Ryzen 3,8,Nvidia GTX 1650,16.0,5.9,3.25,FreeDOS,1024,HDD,1920,1080,697.19
Acer,AMD Ryzen 3,8,Nvidia GTX 1650,14.0,7.2,2.32,macOS,256,SSD,2560,1440,912.09
Samsung,AMD Ryzen 3,16,Nvidia RTX 2060,14.0,4.3,1.85,Linux,1024,HDD,2560,1440,892.0
Lenovo,AMD Ryzen 9,4,Nvidia GTX 1650,13.3,9.8,2.89,macOS,512,SSD,1366,768,1036.08
Asus,Intel i3,32,Nvidia RTX 2060,13.3,5.5,2.88,Windows,512,SSD,3840,2160,1995.53
Lenovo,AMD Ryzen 5,32,Integrated,13.3,10.1,2.06,Windows,1024,HDD,1366,768,642.18
Lenovo,AMD Ryzen 3,32,Nvidia RTX 3060,14.0,7.9,3.33,Linux,512,SSD,3840,2160,1998.92
HP,Intel i9,16,AMD Radeon RX 6600,16.0,11.2,2.46,Windows,1024,HDD,1366,768,1329.34
Apple,Intel i7,8,AMD Radeon RX 6600,14.0,7.6,2.22,FreeDOS,1024,HDD,1366,768,1135.41
HP,Intel i5,4,Integrated,17.3,8.5,1.3,FreeDOS,1024,SSD,3840,2160,923.51
Samsung,Intel i7,8,AMD Radeon RX 6800,14.0,6.8,1.79,macOS,256,SSD,1920,1080,1086.63
HP,Intel i9,4,Integrated,14.0,9.7,1.49,FreeDOS,256,SSD,3840,2160,1536.0
Apple,Intel i9,4,AMD Radeon RX 6600,17.3,4.5,2.95,Windows,1024,SSD,1366,768,1981.85
Apple,AMD Ryzen 3,32,Nvidia RTX 3060,16.0,8.8,1.51,FreeDOS,2048,SSD,2560,1440,2461.92
Lenovo,Intel i3,64,Nvidia RTX 3080,17.3,6.5,2.34,Windows,1024,SSD,3840,2160,3440.04
Apple,Intel i3,4,Nvidia RTX 3060,17.3,7.7,2.12,FreeDOS,2048,SSD,2560,1440,1490.27
MSI,AMD Ryzen 7,16,Nvidia RTX 3060,16.0,10.1,1.43,macOS,512,SSD,3840,2160,3265.84
HP,AMD Ryzen 5,4,Integrated,17.3,5.0,3.06,FreeDOS,1024,SSD,1920,1080,702.15
Samsung,Intel i3,64,Nvidia RTX 3060,14.0,6.5,2.21,Linux,512,SSD,3840,2160,2926.5
MSI,Intel i5,4,AMD Radeon RX 6600,14.0,4.7,2.41,macOS,1024,SSD,2560,1440,1446.41
MSI,Intel i9,32,AMD Radeon RX 6600,15.6,4.0,3.47,Windows,512,SSD,2560,1440,4254.25
Samsung,AMD Ryzen 9,16,AMD Radeon RX 6600,16.0,11.1,2.48,FreeDOS,1024,HDD,1920,1080,1605.91
Samsung,Intel i3,64,Nvidia RTX 3060,15.6,8.1,1.41,FreeDOS,1024,SSD,3840,2160,3383.73
Samsung,AMD Ryzen 7,16,AMD Radeon RX 6600,14.0,9.6,1.48,Windows,256,SSD,1920,1080,1329.11
Razer,Intel i9,4,AMD Radeon RX 6800,13.3,11.6,1.49,Windows,256,SSD,1920,1080,1957.81
HP,AMD Ryzen 9,8,Nvidia RTX 2060,13.3,10.1,1.26,Windows,1024,SSD,2560,1440,1951.82
Razer,Intel i3,16,AMD Radeon RX 6800,13.3,9.3,1.99,Windows,256,SSD,2560,1440,1704.13
MSI,Intel i9,64,AMD Radeon RX 6800,13.3,9.5,1.77,macOS,1024,SSD,1920,1080,4810.62
Microsoft,Intel i9,8,Integrated,16.0,8.3,1.71,Windows,2048,SSD,1920,1080,1141.5
Lenovo,AMD Ryzen 9,64,Nvidia GTX 1650,17.3,11.0,2.94,macOS,256,SSD,1366,768,3231.3
Apple,AMD Ryzen 5,16,Nvidia RTX 2060,15.6,10.1,3.46,FreeDOS,1024,SSD,1920,1080,1699.9
Lenovo,Intel i5,4,AMD Radeon RX 6600,13.3,5.8,2.36,macOS,2048,SSD,1920,1080,815.1
Microsoft,AMD Ryzen 9,16,AMD Radeon RX 6800,14.0,4.4,2.51,macOS,1024,HDD,3840,2160,2409.57
Samsung,Intel i9,8,Integrated,16.0,9.8,1.79,FreeDOS,1024,SSD,2560,1440,1326.09
Acer,AMD Ryzen 7,32,Nvidia RTX 3060,16.0,4.0,2.85,Windows,1024,HDD,2560,1440,2221.51
HP,AMD Ryzen 7,16,Integrated,13.3,6.9,2.23,Windows,256,SSD,3840,2160,1481.77
Samsung,Intel i5,8,Nvidia GTX 1650,14.0,11.9,3.22,macOS,256,SSD,1366,768,814.42
HP,Intel i9,8,Integrated,16.0,8.9,1.94,macOS,1024,HDD,2560,1440,1284.6
Razer,AMD Ryzen 5,16,Nvidia GTX 1650,15.6,6.6,1.32,FreeDOS,1024,SSD,1920,1080,1679.63
Dell,Intel i7,64,AMD Radeon RX 6600,15.6,4.9,1.34,macOS,2048,SSD,1366,768,2448.72
Samsung,AMD Ryzen 7,16,Nvidia RTX 3080,16.0,7.0,3.39,macOS,256,SSD,2560,1440,1832.45
HP,Intel i9,8,AMD Radeon RX 6800,15.6,9.7,1.52,Linux,512,SSD,1920,1080,1707.21
Dell,AMD Ryzen 9,4,AMD Radeon RX 6600,17.3,9.6,2.04,Linux,256,SSD,3840,2160,2431.47
HP,AMD Ryzen 7,8,AMD Radeon RX 6600,17.3,8.7,1.61,macOS,512,SSD,3840,2160,1996.52
Lenovo,AMD Ryzen 9,8,Integrated,13.3,9.5,3.23,macOS,512,SSD,1920,1080,1012.86
HP,AMD Ryzen 3,64,Nvidia RTX 3060,13.3,9.5,2.04,macOS,1024,HDD,3840,2160,2440.29
Samsung,AMD Ryzen 5,16,Nvidia GTX 1650,17.3,7.6,3.36,Windows,512,SSD,3840,2160,2007.53
Samsung,Intel i9,16,Nvidia RTX 3080,15.6,10.6,3.29,Linux,256,SSD,2560,1440,2519.2
Lenovo,Intel i7,64,Integrated,13.3,11.5,3.41,macOS,1024,HDD,3840,2160,2427.92
HP,Intel i5,64,Nvidia RTX 3080,17.3,6.9,1.26,macOS,256,SSD,2560,1440,2909.61
MSI,Intel i5,64,Nvidia RTX 3060,15.6,6.0,1.57,macOS,256,SSD,3840,2160,5083.07
Dell,AMD Ryzen 9,32,AMD Radeon RX 6600,15.6,11.9,3.13,Linux,1024,SSD,3840,2160,4483.76
Asus,Intel i5,64,Nvidia RTX 3060,15.6,7.4,3.35,macOS,1024,SSD,1920,1080,2372.05
Apple,AMD Ryzen 9,16,Nvidia RTX 3060,16.0,5.3,2.21,Windows,2048,SSD,1920,1080,3082.76
HP,Intel i7,16,AMD Radeon RX 6800,16.0,8.9,2.28,Windows,1024,HDD,3840,2160,2037.91
HP,Intel i3,16,Nvidia GTX 1650,15.6,8.2,2.72,macOS,1024,HDD,2560,1440,1032.42
Lenovo,AMD Ryzen 3,32,Integrated,17.3,10.8,1.95,Windows,512,SSD,1920,1080,1015.15
Dell,AMD Ryzen 9,16,AMD Radeon RX 6800,13.3,8.5,2.61,macOS,1024,SSD,1920,1080,1789.8
Microsoft,AMD Ryzen 7,16,Nvidia GTX 1650,16.0,9.6,3.08,Windows,256,SSD,1366,768,1321.33
Apple,Intel i9,8,Nvidia RTX 3060,16.0,11.0,2.67,macOS,1024,SSD,1920,1080,2411.16
Dell,Intel i3,64,AMD Radeon RX 6600,16.0,8.8,1.79,Windows,1024,HDD,1920,1080,1565.87
MSI,AMD Ryzen 9,8,Nvidia RTX 3080,17.3,8.7,2.85,Windows,512,SSD,1366,768,1936.83
Samsung,Intel i3,8,Integrated,13.3,11.8,2.76,Windows,1024,HDD,1920,1080,564.7
Lenovo,AMD Ryzen 5,64,Nvidia RTX 3080,16.0,9.2,3.03,Linux,512,SSD,2560,1440,2864.02
Acer,AMD Ryzen 9,16,Nvidia RTX 3060,14.0,6.1,2.78,Linux,2048,SSD,1920,1080,1898.87
Asus,AMD Ryzen 7,32,Nvidia GTX 1650,13.3,11.3,3.35,FreeDOS,1024,SSD,2560,1440,2317.69
Razer,Intel i7,32,Integrated,14.0,5.9,1.56,FreeDOS,1024,SSD,1920,1080,1767.51
Lenovo,AMD Ryzen 3,32,Integrated,17.3,7.2,1.96,macOS,512,SSD,3840,2160,1492.67
Acer,Intel i3,4,Nvidia RTX 3080,13.3,8.9,1.63,Windows,2048,SSD,1366,768,676.97
Asus,AMD Ryzen 5,4,Nvidia RTX 2060,17.3,7.0,3.1,FreeDOS,1024,SSD,1920,1080,884.09
Acer,AMD Ryzen 9,32,Nvidia RTX 3080,16.0,5.5,2.09,macOS,256,SSD,1920,1080,2657.73
Samsung,AMD Ryzen 3,16,Nvidia GTX 1650,13.3,10.7,1.94,FreeDOS,2048,SSD,1366,768,875.9
Lenovo,Intel i3,16,Nvidia RTX 3060,17.3,9.5,2.58,Windows,512,SSD,1366,768,968.98
Apple,AMD Ryzen 5,8,Nvidia GTX 1650,16.0,7.0,3.15,FreeDOS,1024,HDD,1920,1080,1234.5
Dell,Intel i7,32,Nvidia RTX 3080,16.0,10.6,3.38,macOS,1024,HDD,1366,768,1329.99
Microsoft,Intel i5,32,Integrated,14.0,7.1,3.01,Windows,1024,SSD,2560,1440,1184.21
Samsung,AMD Ryzen 5,64,Nvidia RTX 3080,17.3,7.7,2.82,Linux,512,SSD,1366,768,2122.47
Lenovo,AMD Ryzen 5,32,Nvidia RTX 3060,13.3,5.3,3.11,macOS,1024,SSD,1920,1080,1351.99
Dell,Intel i9,16,Nvidia RTX 2060,13.3,4.9,1.65,FreeDOS,512,SSD,3840,2160,3164.2
Asus,Intel i7,16,Nvidia RTX 3060,16.0,11.8,1.44,macOS,512,SSD,1920,1080,1549.01
Acer,AMD Ryzen 3,64,Nvidia RTX 2060,13.3,8.6,2.28,Linux,1024,HDD,1920,1080,1473.27
Samsung,AMD Ryzen 9,16,Nvidia GTX 1650,17.3,7.5,2.25,Windows,1024,HDD,3840,2160,2855.62
HP,Intel i5,4,Integrated,15.6,10.8,3.09,macOS,1024,SSD,3840,2160,1069.16
Apple,Intel i5,8,Nvidia RTX 2060,17.3,9.5,1.5,Linux,2048,SSD,1366,768,1202.69
Microsoft,AMD Ryzen 3,4,Nvidia RTX 3080,13.3,5.8,1.9,macOS,1024,HDD,2560,1440,850.33
Samsung,Intel i5,32,Nvidia GTX 1650,13.3,7.9,1.33,FreeDOS,256,SSD,3840,2160,2445.08
HP,AMD Ryzen 7,16,AMD Radeon RX 6600,17.3,7.5,3.18,macOS,256,SSD,2560,1440,1786.65
Razer,AMD Ryzen 9,64,AMD Radeon RX 6600,17.3,8.7,1.41,Linux,512,SSD,1920,1080,5586.76
Apple,AMD Ryzen 3,8,AMD Radeon RX 6600,16.0,9.4,1.6,macOS,512,SSD,2560,1440,1606.44
HP,Intel i5,8,Integrated,13.3,10.5,2.04,macOS,1024,SSD,3840,2160,1146.68
Lenovo,Intel i3,64,Nvidia RTX 2060,13.3,8.2,2.9,FreeDOS,512,SSD,3840,2160,2924.19
Apple,Intel i3,4,Nvidia GTX 1650,14.0,6.8,2.52,Linux,512,SSD,2560,1440,1224.91
Acer,AMD Ryzen 3,4,AMD Radeon RX 6800,13.3,10.8,1.76,macOS,1024,SSD,1366,768,682.15
Apple,AMD Ryzen 7,16,Nvidia GTX 1650,15.6,7.6,2.15,macOS,512,SSD,2560,1440,2761.73
Samsung,AMD Ryzen 7,64,Nvidia RTX 3060,15.6,6.4,1.23,FreeDOS,1024,SSD,2560,1440,3723.45
Apple,AMD Ryzen 7,32,Nvidia RTX 3060,17.3,9.3,1.35,macOS,2048,SSD,3840,2160,5064.54
Razer,Intel i3,16,Nvidia GTX 1650,13.3,6.9,2.9,macOS,2048,SSD,1366,768,1060.59
Apple,Intel i5,8,AMD Radeon RX 6600,16.0,5.1,1.4,macOS,512,SSD,2560,1440,1902.5
Razer,AMD Ryzen 7,8,Nvidia RTX 3080,17.3,6.6,3.07,macOS,256,SSD,3840,2160,2925.67
